value,count
kind,16876328
id,16855548
offset,16519928
col,16519928
tokLen,16519928
qualType,15292346
type,15156574
range,11334342
begin,11334342
end,11334342
inner,8533194
loc,7526618
name,7333636
isImplicit,5645144
file,4504270
includedFrom,4275030
valueCategory,3075732
desugaredQualType,1512160
typeAliasDeclId,1283424
line,1247946
mangledName,1041636
castKind,947654
inline,894354
explicitlyDefaulted,892330
constexpr,804152
referencedDecl,609148
value,579362
trivial,366448
isUsed,336816
needsImplicit,308316
simple,281508
opcode,259338
exists,183730
tagUsed,152372
isPartOfExplicitCast,130170
hasConstParam,122772
implicitHasConstParam,122772
decl,114024
presumedLine,110324
isArrow,102738
init,101926
referencedMemberDecl,73810
isReferenced,73584
nominatedNamespace,73220
isInvalid,68474
completeDefinition,61386
definitionData,61386
copyAssign,61386
copyCtor,61386
defaultCtor,61386
dtor,61386
moveAssign,61386
moveCtor,61386
irrelevant,61268
isStandardLayout,61126
isAggregate,61054
isTriviallyCopyable,49090
isTrivial,48994
isLiteral,48600
canPassInRegisters,44244
computeLHSType,43806
computeResultType,43806
depth,39878
index,39878
ctorType,38192
hadMultipleCandidates,38192
constructionKind,38192
isPOD,36752
needsOverloadResolution,36558
isImported,31936
member,28928
nonTrivial,28252
path,25434
usesADL,22674
lookups,22674
anyInit,15264
foundReferencedDecl,13176
argType,9850
isPostfix,7554
canOverflow,6834
conversionFunc,5452
storageDuration,4838
elidable,4708
isParameterPack,3650
nrvo,3480
isConstexpr,3142
canConstDefaultInit,3122
defaultedIsConstexpr,2978
hasConstexprNonCopyMoveConstructor,2906
isEmpty,2742
storageClass,2724
implicit,2100
nonOdrUseReason,1416
numElements,944
size,590
spellingLoc,590
expansionLoc,590
language,528
hasElse,472
isExpr,396
isDependent,354
isInstantiationDependent,354
aliasedNamespace,238
isPolymorphic,236
virtual,236
isPack,236
hasVariantMembers,236
target,236
isBitfield,236
variadic,184
directory,168
output,168
arguments,168
qualifier,132
templateName,132
userDeclared,118
fixedUnderlyingType,118
scopedEnumTag,118
isAbstract,118
pure,118
defaultArg,118
previousDecl,118
isLambda,96
cc,88
boundToLValueRef,60
scene,28
std,28
iters,28
ok,28
enabled_symbols,28
n_enabled,28
isGenericLambda,24
no_errline,2
__HAVE_ARRAY__,1
__HAVE_COHERENT__,1
__HAVE_IMAGEBLOCKS__,1
__HAVE_RAYTRACING__,1
__HAVE_MESH__,1
__HAVE_ASSERT__,1
__HAVE_ATOMIC_TEMPLATE__,1
__HAVE_ATOMIC_ULONG__,1
__HAVE_ATOMIC_FLOAT__,1
__HAVE_ATOMIC_BOOL__,1
__HAVE_ATOMIC_FENCE__,1
__HAVE_ATOMIC_ULONG_MIN_MAX__,1
__HAVE_RENDER_COMMAND_RENDERING__,1
__HAVE_GET_SIZE_COMMAND_BUFFER__,1
__HAVE_COMPUTE_COMMANDS__,1
__HAVE_COMPUTE_COMMAND_KERNEL_BUFFER_STRIDE__,1
__HAVE_COMPUTE_COMMANDS_SET_IMAGEBLOCK_SIZE__,1
__HAVE_RENDER_COMMANDS__,1
